employee_id,name,phone_number,job_role,location,salary,reports_to
69145,Ian Harris,924-868-9140,HR Specialist,San Francisco,92677.57,29074
86855,April Smith,807-516-9650,HR Specialist,Remote,54168.64,53818
88309,Danny Bartlett,714-791-4505,HR Specialist,Remote,67783.56,27429
76705,Joshua Marshall,390-246-4468,HR Specialist,Austin,73539.85,26434
34179,Steven Smith,913-863-3250,HR Specialist,San Francisco,97524.9,29074
52538,Cody Rogers,317-412-6865,HR Specialist,Chicago,73158.08,76917
99981,Tony Allen,311-628-9559,HR Specialist,Chicago,83002.01,34286
79194,Amanda Lamb,256-901-8428,HR Specialist,San Francisco,71429.46,55864
48439,Erica Carter,889-303-8178,HR Specialist,San Francisco,59691.85,88071
38214,Jason Baker,300-574-3831,HR Specialist,New York,85201.49,38995
34912,Hannah Barrera,449-235-7227,HR Specialist,Chicago,74929.37,15599
43118,Jennifer Green,654-401-2375,HR Specialist,San Francisco,69340.45,39389
93906,Jacob Kim,608-920-3725,HR Specialist,San Francisco,80480.63,23076
75732,Nina Cantu,824-431-8582,HR Specialist,Remote,62612.3,89489
10114,Alexa Fox,791-764-8913,HR Specialist,New York,73090.02,58569
42328,Brianna Davenport,937-411-5466,HR Specialist,New York,80169.95,35737
98651,Tracy Moore,846-879-6603,HR Specialist,Chicago,82912.64,41622
49266,Wayne Gonzalez,608-660-2816,HR Specialist,Remote,68566.01,62353
16231,Daniel Bray,994-812-5487,HR Specialist,Chicago,84872.25,17570
86644,John Jones,970-313-6088,HR Specialist,Chicago,67269.99,29278
92997,Joseph Walker,440-520-8132,HR Specialist,Austin,74883.6,35737
20948,Chelsea Stevens,878-977-3525,HR Specialist,San Francisco,93082.59,11335
63224,Shannon Williams,999-746-7741,HR Specialist,New York,67491.68,33821
88647,Craig Nelson,437-555-5781,HR Specialist,Austin,80029.21,55864
72192,Sandra Ryan,820-816-4202,HR Specialist,Austin,68608.13,65047
89993,Nicholas Hamilton,872-424-7104,HR Specialist,Chicago,85621.18,35548
70093,Kimberly Woods,647-449-7610,HR Specialist,Austin,77363.75,66609
46106,Elizabeth Rodriguez,278-680-8106,HR Specialist,Austin,63267.94,33821
77073,Lisa Thomas,701-778-4267,HR Specialist,Chicago,79707.44,35548
63263,Meagan Hartman,599-934-4780,HR Specialist,San Francisco,69167.26,38603
64615,Michelle Miles,591-375-3155,HR Specialist,Remote,47205.88,66954
46310,Mr. Jerry Park MD,707-796-3194,HR Specialist,Remote,65928.7,27429
29084,Lisa Lane,390-238-1684,HR Specialist,Remote,55378.82,39389
32221,Justin Johnson,815-866-4947,HR Specialist,Austin,68959.7,25440
95031,James Gibson,665-595-9616,HR Specialist,Chicago,66313.24,88071
14129,Gary Thompson,433-781-2220,HR Specialist,Remote,76745.09,71238
94979,Keith Perez,599-460-5096,HR Specialist,San Francisco,62848.59,88220
88893,Steven Ochoa,888-731-3050,HR Specialist,San Francisco,63837.63,66954
11312,Joseph Washington MD,297-786-9538,HR Specialist,Remote,69855.78,64654
12534,Jill Jones,674-203-7378,HR Specialist,Remote,65886.4,66954
84531,Leroy Gillespie,498-299-7763,HR Specialist,Austin,71546.25,35737
54507,Katelyn Lee,543-383-5996,HR Specialist,Austin,74623.86,17452
43336,Mary Morris,716-975-9938,HR Specialist,Austin,73078.06,54767
64128,Steven Wright,676-477-6528,HR Specialist,Remote,80813.25,66954
16957,Robert Nelson,777-490-3096,HR Specialist,Chicago,76611.31,81677
98762,Warren Garcia,450-873-6503,HR Specialist,Remote,69795.61,29278
75011,Keith Black,533-214-3486,HR Specialist,New York,87683.58,46670
23089,Renee Ramirez,627-480-8433,Sales Rep,San Francisco,104073.78,21937
79786,Brian Barrett,932-647-3080,Sales Rep,Chicago,73209.36,54767
86401,Andrea Glover,313-266-2038,Sales Rep,Chicago,90949.24,22112
98807,Jamie Jordan,943-553-3645,Sales Rep,San Francisco,91649.47,96051
18249,David Edwards,687-218-3345,Sales Rep,New York,85740.16,55864
68736,David Anderson MD,394-263-3823,Sales Rep,Remote,90184.32,35384
16661,Samantha Wilson,820-941-7210,Sales Rep,Remote,61652.34,14030
98786,Daniel Lewis,590-229-8632,Sales Rep,San Francisco,104349.86,30268
68230,Adam Ortiz,325-436-6292,Sales Rep,San Francisco,81676.21,96051
72244,Kristina Carter,362-343-4756,Sales Rep,Remote,79278.96,67419
92393,Jonathan Walters,307-621-3466,Sales Rep,Austin,79609.42,64580
15166,Sheryl Armstrong,577-668-4299,Sales Rep,Chicago,80131.1,17570
82366,Christie Martinez,471-358-8134,Sales Rep,New York,80410.68,55048
11504,Courtney Mercer,286-999-3611,Sales Rep,New York,89375.73,74827
11174,Cassandra Yoder,861-953-9350,Sales Rep,San Francisco,88467.05,82245
89409,Ashley Robinson,325-690-8030,Sales Rep,New York,92277.49,26360
76626,Michael Moore,778-454-5480,Sales Rep,Chicago,73317.96,88220
96467,Jane Brown,752-354-3741,Sales Rep,Austin,71123.71,78922
27771,Danielle West,987-220-6182,Sales Rep,Remote,66651.63,26434
38141,Mark Lambert,256-955-6700,Sales Rep,Chicago,61722.2,71198
25096,Kristen Allen,605-663-2131,Sales Rep,Chicago,95878.22,61175
96798,Bradley Garcia,837-688-9760,Sales Rep,New York,94690.91,17570
65174,Stephanie Martinez,697-754-7798,Sales Rep,Austin,98330.15,95233
52391,Kathryn Williams,546-779-8325,Sales Rep,New York,89003.41,78509
34620,Heather Pineda,478-232-9533,Sales Rep,San Francisco,98590.44,39389
51214,Michelle Rodriguez,391-558-3194,Sales Rep,Remote,77861.0,67419
81598,Gary Howell,752-699-8378,Sales Rep,Remote,85008.44,26434
97999,Willie Hodges,278-857-3333,Sales Rep,Chicago,91688.72,29074
49589,Laurie Roberson,558-368-4584,Sales Rep,Remote,71038.66,73031
40757,Xavier Chavez MD,577-992-3704,Sales Rep,Austin,86482.45,65047
94577,Jessica Perez,352-423-1683,Sales Rep,Chicago,77088.05,18804
60245,Joseph Pittman,246-805-4686,Sales Rep,San Francisco,102600.85,59522
28873,Jessica Gutierrez,428-444-8645,Sales Rep,San Francisco,94521.4,14262
21325,Susan Williams,755-628-6109,Sales Rep,Austin,96862.11,23215
16762,Timothy Lopez,548-267-2757,Sales Rep,Austin,73820.46,23076
98139,Adrienne Williams,318-841-8713,Sales Rep,San Francisco,99409.21,21937
36163,Mallory Rasmussen,502-424-9313,Sales Rep,Chicago,97922.42,66609
94737,James Bryant,510-407-4383,Sales Rep,Remote,78147.49,55864
99521,Haley Griffin,509-906-1819,Sales Rep,Chicago,78297.58,12325
82005,Casey Torres,926-399-2452,Sales Rep,Chicago,97955.71,97579
55920,Maria Kelly,330-596-8397,Sales Rep,Chicago,77966.4,26434
68411,Natasha Torres,521-847-4238,Sales Rep,San Francisco,100387.37,35384
58883,Rita Mcgee,207-968-1219,Sales Rep,Chicago,82446.1,95870
73161,Ashley Richardson,508-408-5598,Sales Rep,New York,101119.23,35384
97963,Kari Savage,987-876-2824,Sales Rep,New York,81066.51,14262
95263,Donna Ashley,772-601-3895,Sales Rep,San Francisco,97796.8,35548
83686,Dean Brewer,690-479-1177,Sales Rep,San Francisco,90106.16,66395
27724,Tyrone Chapman,533-449-3390,Sales Rep,Chicago,90248.54,68626
46868,Sophia Hernandez,382-794-6823,Sales Rep,Austin,71052.84,73031
13854,Shannon Warren,995-427-6432,Sales Rep,San Francisco,95085.65,88071
11041,Clayton Carter,757-849-5846,Sales Rep,San Francisco,107506.82,28596
26611,Monica Bryant,766-841-2504,Sales Rep,Austin,83553.71,54240
74203,David Collins,485-853-8519,Sales Rep,San Francisco,87567.72,97218
66351,Melissa Peck,400-616-2172,Sales Rep,Chicago,80224.81,89649
10207,Megan Mahoney,940-945-7326,Sales Rep,Remote,59413.81,16837
21880,Kenneth Wood,583-816-7917,Sales Rep,Austin,87387.08,49941
39496,Mr. David Carpenter,671-899-6486,Sales Rep,Chicago,91649.33,23076
58552,Steven Price,509-307-7712,Sales Rep,Remote,72661.4,34286
19996,Nancy Hill,310-590-7311,Sales Rep,San Francisco,82566.52,82245
16755,John Patel,372-232-5246,Sales Rep,New York,90132.72,39389
36679,Larry Hodges,657-525-4568,Sales Rep,Austin,86975.06,62672
95124,Eddie Harper,999-798-4181,Sales Rep,San Francisco,98644.08,61175
72948,Courtney Dean,205-733-5109,Sales Rep,New York,82685.06,81527
99615,Andrea Hamilton,626-647-8142,Sales Rep,Austin,107800.93,33821
35647,Johnathan Taylor,980-701-3350,Sales Rep,Chicago,86447.88,95870
68792,Kimberly Bauer,405-966-1788,Sales Rep,Remote,61912.86,26162
52252,Joshua Woodard,500-447-8749,Sales Rep,Austin,70608.79,96051
56648,Nicole Potter,548-574-4130,Sales Rep,New York,83003.55,17570
70136,William Lester,378-421-4223,Sales Rep,Remote,68552.21,49941
36003,Christopher Johnson,476-427-1611,Sales Rep,New York,100459.77,31028
44407,Lisa Sherman,892-523-1885,Sales Rep,Chicago,59511.16,30268
26823,James Roman,772-664-2465,Sales Rep,Austin,116851.76,39389
23882,Logan Rios,651-978-6707,Sales Rep,Chicago,84520.6,12801
36315,Jennifer Sweeney,302-784-6179,Sales Rep,San Francisco,100231.08,35548
35026,Ernest Sullivan,373-600-1998,Sales Rep,San Francisco,101490.78,38995
64656,Vincent Pratt,840-931-8626,Sales Rep,San Francisco,84979.45,59119
44711,Vanessa Newton,398-851-3075,Sales Rep,Chicago,84955.21,53818
73000,Alicia Smith,778-203-6693,Sales Rep,Remote,68392.1,29074
10570,Katherine Becker,388-522-1056,Sales Rep,Chicago,80477.08,67419
33667,Justin Rivera,303-872-3659,Sales Rep,Chicago,86138.93,35384
62538,Mrs. Alyssa Rodriguez,546-891-4631,Sales Rep,Remote,81129.3,61175
18311,Adam Munoz,235-238-3869,Sales Rep,New York,72271.3,38995
82094,Tammy Coleman,594-345-6013,Sales Rep,New York,74798.11,23215
31455,Mark Obrien,422-537-8505,Sales Rep,Remote,78586.78,33821
88758,David Powers MD,456-842-7680,Sales Rep,Chicago,81045.09,62353
81558,Roger Perez,598-613-7721,Sales Rep,New York,93036.15,53818
34203,Marcus Foster,576-561-9017,Sales Rep,New York,97690.05,96051
89353,Mr. Daniel Lowery,206-335-3968,Sales Rep,Austin,65263.24,81527
33828,Mary Ellis,766-357-9085,Sales Rep,San Francisco,93554.48,26360
18416,Robert Myers,363-494-9333,Sales Rep,Remote,71883.68,98132
57923,Jordan Martinez,768-272-8917,Sales Rep,Remote,64649.65,18804
39661,Jill Cummings,321-832-2987,Sales Rep,New York,100468.72,62353
17411,Daniel Mendoza,544-385-1974,Sales Rep,Chicago,92259.73,81754
64020,Lauren Miller,388-569-4460,Sales Rep,San Francisco,106922.35,46670
63951,Lucas Richard,236-683-5712,Sales Rep,Austin,80210.97,59119
54149,Steven Reyes,342-412-6766,Sales Rep,Austin,82666.41,59119
33086,Kimberly Gibson,800-734-4370,Sales Rep,New York,88742.05,28596
12026,Lori Harrison,717-762-3162,Sales Rep,Remote,58630.76,29278
66335,John Kelly,201-422-5780,Sales Rep,Remote,64104.78,89489
28132,Laura Ponce,389-587-3429,Sales Rep,Remote,62638.38,11325
53178,Melissa Watson,452-201-8113,Sales Rep,Remote,82040.24,53818
89122,Travis Anthony,269-859-7397,Sales Rep,Chicago,95350.93,14030
18064,John Meyer,839-299-9852,Sales Rep,San Francisco,90681.05,73031
37690,Charles Morris,508-759-3598,Sales Rep,Austin,60554.2,96051
19250,Michelle Young,689-470-4161,Sales Rep,San Francisco,85377.1,54767
63611,Samuel Gordon,726-345-1446,Sales Rep,Chicago,80229.27,96051
65033,David Hughes,430-682-5592,Sales Rep,Chicago,89947.51,65047
49582,Jorge Macdonald,538-903-3667,Sales Rep,New York,111218.39,53818
77712,Cheryl Garcia,334-883-5288,Sales Rep,San Francisco,94121.53,81416
44907,Hector Martinez,985-635-9781,Sales Rep,New York,105857.45,18653
50824,Rodney Francis,864-999-1223,Sales Rep,Remote,76429.57,95870
33990,Dominique Bowman,304-622-5060,Sales Rep,Remote,69538.3,49941
29676,Christine Robinson,904-361-6056,Sales Rep,New York,88597.33,67419
20175,Kevin Hernandez,733-846-7932,Sales Rep,New York,78327.38,71198
81015,Jeremiah Thompson,663-951-2168,Sales Rep,Chicago,91742.12,88220
92109,Sean Trujillo,544-664-4208,Sales Rep,Austin,68605.14,59119
35519,Brittany Evans,289-915-2403,Sales Rep,Chicago,84423.3,23215
55209,Catherine Singh,625-290-7560,Sales Rep,San Francisco,78581.34,89489
46042,Dr. Lynn Rivera,569-819-6853,Sales Rep,San Francisco,90186.99,61653
92199,Emily Smith,742-466-8980,Sales Rep,New York,79492.79,41711
79562,Shelby Valencia,819-968-8002,Sales Rep,Remote,64751.85,59522
50015,Mrs. Jessica Rodriguez,380-544-5672,Sales Rep,Chicago,94587.87,69751
34461,Shannon Arnold,670-494-6623,Sales Rep,New York,83350.74,61175
28950,Wanda Brown,513-729-8452,Sales Rep,Chicago,79901.63,81527
37680,Sandra Jackson,577-925-4215,Sales Rep,Austin,67297.47,22364
71298,Ashley Johnson,252-656-4538,Sales Rep,Chicago,82514.72,22112
98244,Devin Bailey,213-647-7066,Sales Rep,Austin,82022.21,59522
82133,Adam Reed,847-348-9733,Sales Rep,New York,86227.14,35548
24447,Kim Shaw,202-649-4178,Sales Rep,Chicago,83648.19,23076
50501,Chelsey Smith,966-842-6028,Sales Rep,San Francisco,89689.07,97579
65497,Antonio Vega,787-897-4070,Sales Rep,Remote,68281.79,35384
71146,Tommy Russell,584-638-3259,Sales Rep,San Francisco,105783.58,22112
70943,Justin Holden,817-221-2048,Sales Rep,San Francisco,101794.28,65047
16627,Michael Larsen,923-526-2832,Sales Rep,San Francisco,97093.08,59906
93206,Hunter Berry,687-240-5134,Sales Rep,Austin,55526.8,16837
67552,Edward Wright,407-207-6923,Sales Rep,New York,93722.26,12801
43615,Paul Lambert,530-498-8629,Sales Rep,New York,100506.72,69751
54175,Anthony Valdez,860-284-8422,Sales Rep,Chicago,82985.81,51784
21732,Raymond Mann,464-309-4940,Sales Rep,San Francisco,101268.29,67419
60202,James Stone,731-281-8852,Sales Rep,San Francisco,90918.0,99539
10191,Kristin Cooper,428-394-4987,Sales Rep,Austin,80517.7,34286
61448,Jennifer Cardenas,490-904-5089,Sales Rep,New York,83549.18,31028
31485,Mary Garcia,263-968-7440,Sales Rep,Remote,83275.02,53818
91733,Marc Daniels,845-553-4292,Sales Rep,New York,101281.32,14030
68388,Alexis Parker,831-460-5533,Sales Rep,San Francisco,87991.08,55048
64518,Charlotte Church,297-260-6387,Sales Rep,Remote,76414.42,26162
90095,Samuel Mckee,943-671-6126,Sales Rep,San Francisco,90207.92,21937
74529,Danielle Duarte,935-623-2823,Sales Rep,New York,105121.32,12801
45359,Anthony Robinson,229-919-3717,Sales Rep,New York,89827.7,81527
42712,Diana Morton,740-627-3938,Sales Rep,Austin,87587.79,64654
95436,Mrs. Judy Hoffman DDS,812-551-4739,Sales Rep,Chicago,95415.74,76917
53606,Elizabeth Mcgee,679-590-8282,Sales Rep,Chicago,67336.92,25440
96801,Joseph Jones,484-278-4694,Sales Rep,Chicago,84594.07,12801
25843,Eric Martinez,284-309-9187,Sales Rep,Remote,77133.69,88606
85545,Mark Johnson,614-409-9576,Sales Rep,Austin,96048.87,46670
44339,Susan Esparza,979-686-7083,Sales Rep,San Francisco,105463.65,82245
13040,Shane Morgan,353-839-7941,Sales Rep,Austin,76460.0,35384
88680,Darlene Barnes,676-666-8353,Sales Rep,Chicago,84594.69,82245
41448,Aaron Robinson,465-828-7547,Sales Rep,Remote,63438.81,28655
37174,Terry Reeves,853-267-2289,Sales Rep,New York,81536.37,62672
10173,Timothy Cantrell,770-892-7322,Sales Rep,Austin,93285.24,17452
26923,Vincent Walker,510-302-3282,Sales Rep,New York,97534.13,82245
22646,Jessica Riley,428-978-6775,Sales Rep,Austin,85353.91,89649
52868,Natalie Warner,837-914-6430,Sales Rep,Austin,72490.94,34286
98278,Shelby Mitchell,750-863-4249,Sales Rep,San Francisco,98455.4,26162
82481,Kaitlyn Chavez,371-561-5771,Sales Rep,New York,78894.38,99539
20012,Charles Robbins,385-494-8853,Sales Rep,Chicago,75040.09,31028
95009,Emma Perez,430-873-8401,Sales Rep,San Francisco,98889.32,58569
57032,John Campbell,953-431-3664,Sales Rep,New York,98783.14,29074
57129,Jennifer Watts,874-650-2769,Sales Rep,Chicago,77904.04,75081
94696,Jamie Quinn MD,675-645-6589,Sales Rep,New York,87124.34,73031
65787,Tabitha Cole,589-870-3701,Sales Rep,San Francisco,96969.86,76917
56324,Philip Davis,510-960-5683,Sales Rep,San Francisco,110532.05,76189
51700,Sarah Stanton,459-731-5854,Sales Rep,San Francisco,88771.46,38603
48759,Timothy Fields,408-535-2766,Sales Rep,San Francisco,99804.46,97218
91764,Anita Andrews,903-203-2886,Sales Rep,New York,76034.54,14030
96900,Maria Barton,338-577-5787,Sales Rep,Remote,84458.06,11325
10804,Dr. Jeffrey Diaz,458-965-9002,Sales Rep,San Francisco,104816.52,18804
13170,Daniel Winters,564-464-5322,Sales Rep,New York,85310.95,99361
78186,Michele Cannon,892-822-3027,Sales Rep,Remote,78970.73,22364
11869,William Riley,549-693-7506,Sales Rep,New York,105595.01,59906
75851,Katie Guzman,475-329-5760,Sales Rep,San Francisco,100352.57,27429
53550,Kevin Rojas,378-451-2793,Sales Rep,Remote,84181.64,88071
18330,Michael Gallagher,758-203-8472,Sales Rep,Remote,91933.32,97579
19384,Jillian Williams,264-878-2520,Sales Rep,Chicago,103613.48,64654
13541,Zachary Reed,372-872-9481,Sales Rep,Chicago,78919.85,31028
15507,Alex Savage,396-319-7307,Sales Rep,Chicago,79400.77,75081
54754,Elizabeth York,413-916-4847,Sales Rep,San Francisco,96563.17,49941
65655,Alan Miller,404-468-9603,Sales Rep,Austin,78461.54,18653
60687,Jennifer Orozco,219-931-2503,Sales Rep,New York,75849.97,66395
66637,Alexander Brock III,231-472-5559,Sales Rep,New York,113044.06,15599
20245,Randy Alvarado,997-304-7408,Sales Rep,San Francisco,93947.58,89489
26456,Dalton Pacheco,529-320-6875,Sales Rep,Austin,82285.27,30268
11288,Kristi Keller,634-800-9506,Sales Rep,New York,89564.83,18893
84591,Kathy Meza,626-715-8023,Sales Rep,San Francisco,80584.34,58569
42642,Wanda Gutierrez,877-387-7575,Sales Rep,New York,96881.52,39389
82771,Brandon Coleman,407-474-3730,Sales Rep,Austin,91534.41,66609
13473,Steven Holmes DDS,641-363-9152,Sales Rep,San Francisco,91052.05,68254
16095,Mrs. Lindsey Johnson DDS,774-947-5068,Sales Rep,New York,84143.51,99539
77427,Jennifer Pratt,914-410-2839,Sales Rep,Chicago,82475.83,14030
